First_Name,Last_Name,Event,Year,School,Seed,Gender
Parker,Scott,EM 1.5K,FR,Ole Miss,03:44.5,M
Tyler,Stahl,EM 1.5K,JR,North Florida,03:44.8,M
Troy,Reeder,EM 1.5K,JR,Furman,03:44.8,M
Kendall,Muhammad,EM 1.5K,SO,Kentucky,03:44.8,M
Brian,Crimmins,EM 1.5K,SR,Buffalo,03:44.9,M
Benjamin,Young,EM 1.5K,FR,Kentucky,03:45.0,M
Sampson,Laari,EM 1.5K,SR,Mid. Tenn. St,03:45.0,M
Amos,Bartelsmeyer,EM 1.5K,JR,Georgetown,03:45.0,M
Noah,Kauppila,EM 1.5K,JR,Princeton,03:45.1,M
Andrew,Dusing,EM 1.5K,SR,Miami (Ohio),03:45.1,M
Logan,Wetzel,EM 1.5K,FR,Villanova,03:45.1,M
Sherod,Hardt,EM 1.5K,SR,Michigan State,03:45.2,M
Diego,Zarate,EM 1.5K,SO,Virginia Tech,03:45.3,M
Vincent,Ciattei,EM 1.5K,JR,Virginia Tech,03:45.4,M
Ned,Willig,EM 1.5K,SR,Michigan,03:45.4,M
Bryan,Kamau,EM 1.5K,JR,Georgia,03:45.6,M
Sam,Ritz,EM 1.5K,SO,Columbia,03:45.6,M
Keagan,Smith,EM 1.5K,FR,Army West Point,03:45.7,M
Scott,Carpenter,EM 1.5K,JR,Georgetown,03:45.8,M
Nate,Sloan,EM 1.5K,JR,Pittsburgh,03:45.9,M
Darren,Fahy,EM 1.5K,SR,Georgetown,03:45.9,M
Jacob,Dumford,EM 1.5K,JR,Notre Dame,03:46.0,M
Garrett,O'Toole,EM 1.5K,JR,Princeton,03:46.0,M
David,Barney,EM 1.5K,SR,William and Mary,03:46.1,M
Ashkan,Mohammadi,EM 1.5K,JR,Virginia Tech,03:46.1,M
Chase,Silverman,EM 1.5K,JR,Cornell,03:46.4,M
Nick,Carleo,EM 1.5K,SO,Providence,03:46.4,M
Zach,Long,EM 1.5K,SO,Tennessee,03:46.4,M
Domenic,Perretta,EM 1.5K,FR,Penn State,03:46.5,M
Hillary,Rono,EM 1.5K,SR,Mid. Tenn. St,03:46.5,M
Cooper,Roach,EM 1.5K,SR,Canisius,03:46.5,M
Edwin,Kibichiy,EM 1.5K,SR,Louisville,03:46.6,M
Payton,Ballard,EM 1.5K,SR,Alabama,03:46.6,M
Henry,Raymond,EM 1.5K,FR,Dartmouth,03:46.6,M
Ryan,McGorty,EM 1.5K,SO,William and Mary,03:46.7,M
Khalil,Rmidi Kinini,EM 1.5K,SR,MD-Eastern Shore,03:46.7,M
Aidan,Tooker,EM 1.5K,FR,Syracuse,03:46.7,M
Avery,Bartlett,EM 1.5K,SO,Georgia Tech,03:46.9,M
Thomas,Koringo,EM 1.5K,SR,East Kentucky,03:46.9,M
Ben,Hill,EM 1.5K,SO,Michigan,03:47.0,M
Trevor,Touchton,EM 1.5K,SR,Army West Point,03:47.0,M
Wes,Gallagher,EM 1.5K,SR,Ole Miss,03:47.0,M
Arsène,Guillorel,EM 1.5K,JR,Samford,03:47.1,M
Mac,Reynolds,EM 1.5K,SR,Florida,03:47.1,M
Willy,Fink,EM 1.5K,SR,East Michigan,03:47.1,M
Amon,Kemboi,EM 1.5K,FR,Campbell,03:47.2,M
Colin,Abert,EM 1.5K,SO,Penn State,03:47.2,M
Silas,Kipngetich,EM 1.5K,FR,Auburn,03:47.3,M
Kelvin,Kirui,EM 1.5K,SO,Campbell,03:47.3,M
Andrew,Goldman,EM 1.5K,SO,Virginia Tech,03:47.3,M
Stephen,Lewandowski,EM 1.5K,SR,La Salle,03:47.4,M
Lachlan,Cook,EM 1.5K,FR,Virginia,03:47.5,M
Stephen,Biebelhausen,EM 1.5K,SR,Miami (Ohio),03:47.6,M
Michael,Clevenger,EM 1.5K,SR,Georgetown,03:47.7,M
Dominic,DeLuca,EM 1.5K,JR,Cornell,03:47.7,M
Jack,Joyce,EM 1.5K,FR,Virginia Tech,03:47.8,M
Matti,Groll,EM 1.5K,SR,Boston U.,03:47.8,M
Paul,Luevano,EM 1.5K,FR,Boston U.,03:47.8,M
Anthony,Berry,EM 1.5K,FR,Michigan,03:47.8,M
Jacob,Thomson,EM 1.5K,JR,Kentucky,03:47.9,M
Matt,Rice,EM 1.5K,SR,UL-Lafayette,03:47.9,M
Charles,Cooper,EM 1.5K,SO,Georgetown,03:48.0,M
Matt,McGoey,EM 1.5K,SO,Pittsburgh,03:48.0,M
Philo,Germano,EM 1.5K,JR,Syracuse,03:48.0,M
Ben,Malone,EM 1.5K,JR,Villanova,03:48.0,M
Martin,Martinez,EM 1.5K,JR,Brown,03:48.2,M
Joe,Gioielli,EM 1.5K,SR,Cen Connecticut,03:48.3,M
Kevin,Blank,EM 1.5K,JR,Ohio State,03:48.3,M
Lou,Styles,EM 1.5K,SR,Kentucky,03:48.3,M
Jamaine,Coleman,EM 1.5K,JR,East Kentucky,03:48.4,M
Ben,Weisel,EM 1.5K,SO,Belmont,03:48.5,M
Mark,Tedder,EM 1.5K,SR,Cornell,03:48.5,M
Mitchell,Dyer,EM 1.5K,FR,Wake Forest,03:48.6,M
Spencer,Haik,EM 1.5K,JR,Columbia,03:48.7,M
Jacob,Choge,EM 1.5K,FR,Mid. Tenn. St,03:48.7,M
Matthew,Schwartzer,EM 1.5K,SR,Indiana,03:48.7,M
Sebastian,Fischbach,EM 1.5K,JR,Wake Forest,03:48.7,M
Blair,Henderson,EM 1.5K,SR,LSU,03:48.7,M
Joseph,White,EM 1.5K,JR,Georgetown,03:48.8,M
Zach,Herriott,EM 1.5K,SR,Virginia,03:48.8,M
Zachary,Lanigan,EM 1.5K,FR,Brown,03:48.8,M
Frank,Pittman,EM 1.5K,FR,Georgia Tech,03:48.8,M
Alejandro,Juan Torres,EM 1.5K,SO,High Point,03:48.9,M
John,Valeri,EM 1.5K,JR,Army West Point,03:48.9,M
Roman,Ollar,EM 1.5K,FR,Army West Point,03:48.9,M
Jordan,Huntoon,EM 1.5K,JR,Indiana,03:48.9,M
Logan,Miller,EM 1.5K,JR,George Mason,03:49.0,M
Matthew,Rainey,EM 1.5K,SO,American,0:03:49,M
Josh,Hanna,EM 1.5K,JR,Navy,03:49.1,M
Justin,Moakler,EM 1.5K,SO,Morehead State,03:49.1,M
Alfred,Chelanga,EM 1.5K,JR,Alabama,03:49.1,M
Chris,Shaffer,EM 1.5K,JR,George Washingto,0:03:49,M
Hlynur,Andresson,EM 1.5K,JR,East Michigan,03:49.2,M
Drew,Dorflinger,EM 1.5K,FR,Bucknell,03:49.2,M
Emmanuel,Rotich,EM 1.5K,SO,Tulane,03:49.2,M
Nick,Morken,EM 1.5K,JR,North Florida,03:49.2,M
Andre,Ivankovic,EM 1.5K,SR,Yale,03:49.3,M
Timothy,McGowan,EM 1.5K,JR,Penn State,03:49.3,M
Jacob,Poyner,EM 1.5K,JR,Lipscomb,03:49.3,M
Miles,Irish,EM 1.5K,JR,Dartmouth,03:49.4,M
Elijah,Moskowitz,EM 1.5K,SO,NC State,03:49.4,M
Jeff,Van Kooten,EM 1.5K,SO,Duquesne,03:49.4,M
Sean,Torpy,EM 1.5K,FR,Miami (Ohio),03:49.5,M
Juan,Gonzalez,EM 1.5K,JR,Lipscomb,03:49.5,M
Ryan,Schweizer,EM 1.5K,FR,Notre Dame,03:49.5,M
Patrick,Gregory,EM 1.5K,JR,Dartmouth,03:49.6,M
Euan,Makepeace,EM 1.5K,SO,Butler,03:49.7,M
Christoph,Graf,EM 1.5K,SR,McNeese State,03:49.7,M
Fynn,Timm,EM 1.5K,SO,North Florida,03:49.7,M
Nick,Tuck,EM 1.5K,SR,Penn,03:49.8,M
Matt,Chisholm,EM 1.5K,JR,Yale,03:49.8,M
Craig,Kaiser,EM 1.5K,SR,Buffalo,03:49.9,M
Andrew,Middelton,EM 1.5K,JR,Michigan State,03:49.9,M
Connor,Mora,EM 1.5K,JR,Michigan,03:49.9,M
Will,Brewster,EM 1.5K,SR,Davidson,03:49.9,M
Sid,Vaughn,EM 1.5K,SR,Georgia,03:50.0,M
Justyn,Knight,EM 5K,JR,Syracuse,13:17.5,M
Jacob,Choge,EM 5K,FR,Mid. Tenn. St,13:39.9,M
Henry,Wynne,EM 5K,SR,Virginia,13:43.5,M
MJ,Erb,EM 5K,SR,Ole Miss,13:47.6,M
Amon,Kemboi,EM 5K,FR,Campbell,13:47.8,M
Chartt,Miller,EM 5K,JR,Iona,13:49.6,M
Bryce,Stroede,EM 5K,JR,Oakland,13:49.9,M
Amon,Terer,EM 5K,SR,Campbell,13:50.2,M
Jacob,Thomson,EM 5K,JR,Kentucky,13:53.0,M
Alfred,Chelanga,EM 5K,JR,Alabama,13:53.1,M
Zach,Herriott,EM 5K,SR,Virginia,13:53.5,M
Peter,Seufer,EM 5K,SO,Virginia Tech,13:53.9,M
Luis,Luna,EM 5K,SR,East Kentucky,13:54.2,M
Timothy,McGowan,EM 5K,JR,Penn State,13:54.2,M
Zach,Long,EM 5K,SO,Tennessee,13:54.5,M
George,Parsons,EM 5K,SR,NC State,13:54.6,M
Willy,Fink,EM 5K,SR,East Michigan,13:54.8,M
Julian,Oakley,EM 5K,SR,Providence,13:55.5,M
Philo,Germano,EM 5K,JR,Syracuse,13:56.3,M
Kigen,Chemadi,EM 5K,SO,Mid. Tenn. St,13:56.5,M
Erik,Peterson,EM 5K,SR,Butler,13:57.6,M
Mark,Derrick,EM 5K,SR,North Carolina,13:57.7,M
Steven,Flynn,EM 5K,SR,George Mason,13:57.8,M
Lachlan,Cook,EM 5K,FR,Virginia,13:58.0,M
Jacob,Bowman,EM 5K,JR,Oakland,13:58.7,M
Edwin,Kibichiy,EM 5K,SR,Louisville,13:59.8,M
Azaria,Kirwa,EM 5K,SO,Liberty,14:00.3,M
Ryan,Thomas,EM 5K,JR,Columbia,14:00.6,M
Hlynur,Andresson,EM 5K,JR,East Michigan,14:00.8,M
Sherod,Hardt,EM 5K,SR,Michigan State,14:01.4,M
Jason,Crist,EM 5K,SR,Indiana,14:01.5,M
Bryan,Kamau,EM 5K,JR,Georgia,14:01.7,M
Sid,Vaughn,EM 5K,SR,Georgia,14:02.0,M
Jaret,Carpenter,EM 5K,FR,Purdue,14:02.1,M
Kieran,Clements,EM 5K,SR,Iona,14:02.6,M
Bryce,Millar,EM 5K,FR,Indiana,14:03.0,M
Euan,Makepeace,EM 5K,SO,Butler,14:03.9,M
David,Taylor,EM 5K,SR,Cornell,14:04.2,M
Colin,Bennie,EM 5K,JR,Syracuse,14:04.5,M
Jeremy,Coughler,EM 5K,JR,Indiana,14:04.5,M
Tanner,Hinkle,EM 5K,JR,Furman,14:04.6,M
Brent,Demarest,EM 5K,SO,Virginia,14:04.6,M
Emmanuel,Rotich,EM 5K,SO,Tulane,14:04.8,M
Aidan,Tooker,EM 5K,FR,Syracuse,14:04.9,M
Thomas,Madden,EM 5K,JR,Virginia,14:05.1,M
Aaron,Baumgarten,EM 5K,JR,Michigan,14:05.1,M
Frank,Lara,EM 5K,JR,Furman,14:05.2,M
Mark,Tedder,EM 5K,SR,Cornell,14:05.2,M
Micah,Beller,EM 5K,JR,Michigan,14:06.0,M
Lahsene,Bouchikhi,EM 5K,JR,East Michigan,14:06.1,M
Clark,Ruiz,EM 5K,JR,Michigan State,14:07.1,M
Wes,Gallagher,EM 5K,SR,Ole Miss,14:07.1,M
Matthew,Schwartzer,EM 5K,SR,Indiana,14:07.7,M
Michael,Clevenger,EM 5K,SR,Georgetown,14:08.3,M
Erick,Rotich,EM 5K,SO,East Kentucky,14:08.5,M
Diego,Zarate,EM 5K,SO,Virginia Tech,14:08.6,M
Antibahs,Kosgei,EM 5K,SR,Alabama,14:08.6,M
Conor,Lundy,EM 5K,FR,Princeton,14:09.5,M
Connor,Clark,EM 5K,SR,Dartmouth,14:10.1,M
Andrew,Dusing,EM 5K,SR,Miami (Ohio),14:10.2,M
Khalil,Rmidi Kinini,EM 5K,SR,MD-Eastern Shore,14:10.4,M
Dominic,DeLuca,EM 5K,JR,Cornell,14:10.4,M
Mason,Coppi,EM 5K,FR,Furman,14:10.6,M
Brian,Zabilski,EM 5K,SO,Columbia,14:10.9,M
Paul,Luevano,EM 5K,FR,Boston U.,14:10.9,M
Will,Brewster,EM 5K,SR,Davidson,14:11.0,M
Adam,Houston,EM 5K,JR,Yale,14:11.1,M
Christopher,Luciano,EM 5K,JR,Penn,14:11.3,M
Kyle,Mau,EM 5K,FR,Indiana,14:11.5,M
Gilbert,Kirui,EM 5K,SO,Iona,14:12.0,M
Stanley,Langat,EM 5K,FR,Liberty,14:12.1,M
David,Barney,EM 5K,SR,William and Mary,14:12.2,M
Neil,Gourley,EM 5K,JR,Virginia Tech,14:13.0,M
Juan,Gonzalez,EM 5K,JR,Lipscomb,14:13.3,M
Julian,Heninger,EM 5K,SR,Dartmouth,14:13.3,M
Ben,Barrett,EM 5K,FR,NC State,14:13.7,M
Rico,Galassi,EM 5K,SR,Duquesne,14:14.9,M
Dajour,Braxton,EM 5K,SO,LSU,14:15.7,M
Patrick,Sheehan,EM 5K,SO,NC State,14:15.8,M
Nick,Wolk,EM 5K,FR,Pittsburgh,14:16.1,M
Craig,Corti,EM 5K,SO,Wake Forest,14:16.3,M
Elijah,Moskowitz,EM 5K,SO,NC State,14:16.3,M
Jake,Hanawalt,EM 5K,SO,Purdue,14:16.7,M
Matt,Grider,EM 5K,SO,Purdue,14:16.7,M
Ryan,Udvadia,EM 5K,JR,Albany,14:17.2,M
Jack,Joyce,EM 5K,FR,Virginia Tech,14:17.4,M
Jonathan,Green,EM 5K,JR,Georgetown,14:17.6,M
John,McGowan,EM 5K,JR,Penn State,14:18.0,M
Drew,Dorflinger,EM 5K,FR,Bucknell,14:18.2,M
Hugh,Armstrong,EM 5K,SR,Providence,14:18.6,M
Ambrose,Maritim,EM 5K,SR,East Kentucky,14:18.7,M
Mark,Chandler,EM 5K,SR,Indiana,14:18.8,M
Conner,Thompson,EM 5K,JR,Alabama,14:19.4,M
Michael,Watts,EM 5K,JR,Stony Brook,14:19.5,M
Sean,Burke,EM 5K,FR,Boston College,14:19.7,M
Jonathan,Lomogda,EM 5K,FR,Yale,14:20.3,M
Matt,Mahoney,EM 5K,JR,Brown,14:20.4,M
Jacob,Poyner,EM 5K,JR,Lipscomb,14:20.5,M
Robert,Santoyo,EM 5K,FR,Army West Point,14:20.6,M
Thomas,Slattery,EM 5K,JR,Fordham,14:20.9,M
Kevin,Monogue,EM 5K,SO,Penn,14:21.3,M
Christoph,Graf,EM 5K,SR,McNeese State,14:21.3,M
Stephen,Robertson,EM 5K,SR,Providence,14:21.3,M
Jesse,Hersha,EM 5K,FR,Michigan State,14:21.4,M
Isaac,Harding,EM 5K,FR,Michigan,14:21.7,M
Connor,Rog,EM 5K,SR,Sacred Heart,14:21.9,M
Trevor,Crawley,EM 5K,SR,Providence,14:22.3,M
Matt,McGoey,EM 5K,SO,Pittsburgh,14:22.4,M
Andrew,Schille,EM 5K,JR,No Kentucky,0:14:22,M
Hillary,Rono,EM 5K,SR,Mid. Tenn. St,14:23.0,M
Ryan,McCoy,EM 5K,SR,Navy,14:23.2,M
Matthew,Munns,EM 5K,JR,Georgia Tech,14:23.2,M
Kenny,Vasbinder,EM 5K,FR,Columbia,14:23.5,M
Nick,Tuck,EM 5K,SR,Penn,14:23.5,M
Farah,Abdulkarim,EM 5K,SO,Morehead State,14:24.1,M
Jonathan,Collier,EM 5K,JR,Butler,14:24.1,M
Cameron,Daly,EM 5K,FR,Brown,14:24.3,M
Jack,Van Scoter,EM 5K,FR,Georgetown,14:24.3,M
Stephen,Jones,EM 5K,FR,Miss State,14:24.4,M
Mihret,Coulter,EM 5K,SO,Charlotte,14:24.4,M
AJ,Tucker,EM 5K,SR,William and Mary,14:24.7,M
Logan,Carroll,EM 5K,JR,North Carolina,14:24.8,M
Ian,Carter,EM 5K,SR,Ole Miss,14:25.0,M
Johannes,Motschmann,EM 5K,JR,Iona,14:25.1,M
Brendan,Shearn,EM 5K,SR,Penn,14:25.4,M
Carlos,Miranda,EM 5K,JR,Florida,14:25.4,M
Jeremy,Spiezio,EM 5K,SO,Princeton,14:25.6,M
Ryan,McGorty,EM 5K,SO,William and Mary,14:25.6,M
Nahom,Solomon,EM 5K,JR,Georgia Tech,14:25.8,M
Amir,Khaghani,EM 5K,SO,Manhattan,14:25.9,M
Nicholas,Raymond,EM 5K,JR,East Michigan,14:25.9,M
Connor,Mora,EM 5K,JR,Michigan,14:26.0,M
Stephen,Biebelhausen,EM 5K,SR,Miami (Ohio),14:26.2,M
Mitchell,Lenneman,EM 5K,JR,East Michigan,14:26.2,M
Robbie,Farnham-Rose,EM 5K,SR,Alabama,14:26.3,M
Luke,Giugliano,EM 5K,SR,Bucknell,14:26.5,M
Robert,Murphy,EM 5K,SR,IUPUI,14:26.5,M
Jesse,Orach,EM 5K,SR,Maine,14:26.9,M
Tom,Nobles,EM 5K,SO,Charlotte,14:27.0,M
Kieran,Tuntivate,EM 5K,SO,Harvard,14:27.0,M
Mick,Iacofano,EM 5K,SR,Kentucky,14:27.0,M
Daniel,Jaskowak,EM 5K,JR,Virginia Tech,14:27.0,M
Edwin,Kurgat,EM 5K,FR,Tenn-Martin,14:27.3,M
Bryce,England,EM 5K,JR,Saint Francis PA,14:27.5,M
Kevin,Pulliam,EM 5K,JR,Notre Dame,14:27.5,M
Christian,Bowles,EM 5K,SO,Georgia Tech,14:27.9,M
Michael,Crozier,EM 5K,JR,Georgetown,14:28.0,M
Silas,Kipngetich,EM 5K,FR,Auburn,14:28.0,M
Connor,Horn,EM 5K,FR,Cornell,14:28.1,M
Samuel,Chauvin,EM 5K,JR,Cornell,14:28.2,M
Alfred,Chelanga,EM 10K,JR,Alabama,28:04.9,M
Erik,Peterson,EM 10K,SR,Butler,28:11.0,M
Antibahs,Kosgei,EM 10K,SR,Alabama,28:35.8,M
Edwin,Kibichiy,EM 10K,SR,Louisville,28:38.1,M
Jacob,Choge,EM 10K,FR,Mid. Tenn. St,28:42.3,M
George,Parsons,EM 10K,SR,NC State,28:43.7,M
Zach,Herriott,EM 10K,SR,Virginia,28:44.2,M
Jacob,Thomson,EM 10K,JR,Kentucky,28:47.6,M
Arsène,Guillorel,EM 10K,JR,Samford,28:51.7,M
Clark,Ruiz,EM 10K,JR,Michigan State,28:52.5,M
Gilbert,Kirui,EM 10K,SO,Iona,28:54.9,M
Amon,Kemboi,EM 10K,FR,Campbell,28:57.4,M
Amon,Terer,EM 10K,SR,Campbell,28:57.7,M
Azaria,Kirwa,EM 10K,SO,Liberty,29:05.6,M
Brent,Demarest,EM 10K,SO,Virginia,29:07.8,M
Sid,Vaughn,EM 10K,SR,Georgia,29:08.1,M
Lucas,Stalnaker,EM 10K,SR,Navy,29:11.8,M
Mark,Derrick,EM 10K,SR,North Carolina,29:12.3,M
Tom,Nobles,EM 10K,SO,Charlotte,29:13.4,M
Tanner,Hinkle,EM 10K,JR,Furman,29:16.0,M
Lachlan,Cook,EM 10K,FR,Virginia,29:18.2,M
Willy,Fink,EM 10K,SR,East Michigan,29:18.5,M
Calvin,Chemoiywo,EM 10K,SR,Louisville,29:20.2,M
Colin,Bennie,EM 10K,JR,Syracuse,29:20.6,M
Peter,Seufer,EM 10K,SO,Virginia Tech,29:21.5,M
Philo,Germano,EM 10K,JR,Syracuse,29:22.1,M
Hugh,Armstrong,EM 10K,SR,Providence,29:23.3,M
Elijah,Moskowitz,EM 10K,SO,NC State,29:24.5,M
Josh,Brickell,EM 10K,JR,Furman,29:24.6,M
Kevin,Monogue,EM 10K,SO,Penn,29:26.0,M
Jonathan,Green,EM 10K,JR,Georgetown,29:26.2,M
Conner,Thompson,EM 10K,JR,Alabama,29:26.5,M
Chase,Weaverling,EM 10K,JR,Virginia,29:29.9,M
Frank,Lara,EM 10K,JR,Furman,29:32.5,M
Wes,Gallagher,EM 10K,SR,Ole Miss,29:33.8,M
Nathan,Jones,EM 10K,JR,McNeese State,29:33.8,M
Ryan,Roush,EM 10K,SR,Youngstown St,29:34.1,M
Brendan,Shearn,EM 10K,SR,Penn,29:36.5,M
Sean,Burke,EM 10K,FR,Boston College,29:37.0,M
Bryce,Stroede,EM 10K,JR,Oakland,29:37.2,M
Michael,Crozier,EM 10K,JR,Georgetown,29:38.5,M
Timothy,McGowan,EM 10K,JR,Penn State,29:38.6,M
Bryce,England,EM 10K,JR,Saint Francis PA,29:38.8,M
Juan,Gonzalez,EM 10K,JR,Lipscomb,29:39.9,M
Bryce,Millar,EM 10K,FR,Indiana,29:44.7,M
Alex,Corbett,EM 10K,FR,Virginia,29:45.5,M
Michael,Clevenger,EM 10K,SR,Georgetown,29:47.6,M
Barrett,Kemp,EM 10K,JR,Buffalo,29:48.2,M
William,Bertrand,EM 10K,SR,Princeton,29:48.9,M
John,McGowan,EM 10K,JR,Penn State,29:49.2,M
Andrew,Tario,EM 10K,JR,Iona,29:49.4,M
Jaret,Carpenter,EM 10K,FR,Purdue,29:49.9,M
Kevin,Pulliam,EM 10K,JR,Notre Dame,29:50.2,M
Samuel,Chauvin,EM 10K,JR,Cornell,29:50.4,M
Akis,Medrano,EM 10K,SO,Indiana State,29:51.0,M
Bryan,Kamau,EM 10K,JR,Georgia,29:51.0,M
Luke,Giugliano,EM 10K,SR,Bucknell,29:52.0,M
Damon,Pruett,EM 10K,SR,IUPUI,29:52.0,M
Aaron,Baumgarten,EM 10K,JR,Michigan,29:53.6,M
Mick,Iacofano,EM 10K,SR,Kentucky,29:54.7,M
Ben,Flanagan,EM 10K,JR,Michigan,29:55.1,M
Amos,Cheruiyot,EM 10K,JR,Mid. Tenn. St,29:55.6,M
Tom,O'Neill,EM 10K,JR,Providence,29:57.2,M
Nahom,Solomon,EM 10K,JR,Georgia Tech,29:57.7,M
Patrick,Hanley,EM 10K,JR,Maryland,30:00.1,M
Aaron,Hanlon,EM 10K,JR,Providence,30:00.2,M
Kaleb,McLeod,EM 10K,SO,Belmont,30:04.9,M
Grayson,Morgan,EM 10K,SO,George Mason,30:05.4,M
Jimmy,Daniels,EM 10K,SR,St. Joseph's PA,30:06.0,M
Trevor,Sleight,EM 10K,SR,William and Mary,30:06.8,M
Stephen,Robertson,EM 10K,SR,Providence,30:08.0,M
Matthew,Schwartzer,EM 10K,SR,Indiana,30:08.4,M
Collin,Price,EM 10K,SO,Harvard,30:08.9,M
Bobby,Johnson,EM 10K,JR,Butler,30:09.0,M
Sean,Grossman,EM 10K,JR,Miami,30:09.6,M
Kyle,Gronostaj,EM 10K,SO,Albany,30:09.8,M
Abel,Flores,EM 10K,JR,East Michigan,30:10.1,M
Lahsene,Bouchikhi,EM 10K,JR,East Michigan,30:10.5,M
Ari,Klau,EM 10K,FR,Virginia,30:10.8,M
Christopher,Luciano,EM 10K,JR,Penn,30:11.4,M
Brett,Davidson,EM 10K,FR,Boston U.,30:11.6,M
Matt,Lumbar,EM 10K,JR,Butler,30:11.7,M
Evan,Hardy,EM 10K,SR,Lehigh,30:13.0,M
Harry,Earl,EM 10K,SR,East Kentucky,30:13.7,M
Kevin,James,EM 10K,FR,Syracuse,30:14.6,M
Gabriel,Collison,EM 10K,JR,Navy,30:15.0,M
Nicholas,Golebiowski,EM 10K,SO,Georgetown,30:15.0,M
Dajour,Braxton,EM 10K,SO,LSU,30:15.3,M
Connor,Rog,EM 10K,SR,Sacred Heart,30:15.4,M
Austin,Scola,EM 10K,SO,Providence,30:16.0,M
Ryan,Kutch,EM 10K,FR,Fordham,30:16.3,M
Alex,Fitzgerald,EM 10K,SR,Lehigh,30:17.2,M
AJ,Tucker,EM 10K,SR,William and Mary,30:17.5,M
Brent,Kennedy,EM 10K,JR,Notre Dame,30:17.6,M
Billy,Bund,EM 10K,JR,Michigan,30:18.0,M
Matt,Herzig,EM 10K,SR,Dartmouth,30:18.3,M
Kieran,Clements,EM 10K,SR,Iona,30:19.3,M
Mitch,Leitch,EM 10K,JR,Ohio State,30:20.1,M
Jonathan,Collier,EM 10K,JR,Butler,30:20.3,M
Ryan,Speir,EM 10K,SR,Navy,30:20.8,M
Jake,Mandel,EM 10K,JR,Ohio State,30:22.6,M
Patrick,Reilly,EM 10K,JR,Lehigh,30:23.4,M
Daniel,Rau,EM 10K,JR,Virginia Tech,30:24.1,M
Jon,Moses,EM 10K,JR,Georgia,30:24.6,M
Ryan,Sullivan,EM 10K,JR,Youngstown St,30:26.7,M
Paddy,Grandinali,EM 10K,SR,High Point,30:26.8,M
Brent,Leber,EM 10K,SO,Lipscomb,30:27.4,M
Craig,Corti,EM 10K,SO,Wake Forest,30:29.4,M
Kyle,Kroon,EM 10K,SO,Michigan,30:30.5,M
Sean,Burke,EM 10K,SR,Lehigh,30:31.5,M
Nicholas,Raymond,EM 10K,JR,East Michigan,30:32.4,M
George,Miao,EM 10K,JR,Columbia,30:32.5,M
Amir,Khaghani,EM 10K,SO,Manhattan,30:32.5,M
Jacob,Branch,EM 10K,FR,Michigan,30:32.7,M
Endalow,Takele,EM 10K,SR,West Kentucky,30:32.8,M
Ben,Metzger,EM 10K,JR,Miami (Ohio),30:33.7,M
Hutson,Baumann,EM 10K,JR,Coastal Carolina,30:35.8,M
William,Bailey,EM 10K,SR,Army West Point,30:37.3,M
Ronald,Korir,EM 10K,JR,Norfolk State,30:38.5,M
Chase,Ballard,EM 10K,SO,Belmont,30:39.3,M
Ryan,Udvadia,EM 10K,JR,Albany,30:39.9,M
Tyler,Raymond,EM 10K,SR,Cen Connecticut,30:40.0,M
Christopher,Orlando,EM 10K,JR,Manhattan,30:40.3,M
Tyson,Murray,EM 10K,FR,Florida State,30:40.7,M
Alexander,Giacco,EM 10K,SR,Wake Forest,30:41.6,M
Nathan,Burnand,EM 10K,JR,Michigan State,30:41.8,M
Kyle,Mueller,EM 10K,FR,Monmouth,30:42.1,M
Wolfgang,Beck,EM 10K,JR,Princeton,30:42.6,M
Dietrich,Mosel,EM 10K,JR,Marist,0:30:44,M
Stephen,Garrett,EM 10K,SO,Duke,30:44.1,M
Nick,Cruz,EM 10K,SO,Stony Brook,30:45.5,M
Josh,Dyrland,EM 10K,JR,Cornell,30:45.9,M
Zach,Marchinko,EM 10K,FR,Charlotte,30:47.0,M
Taylor,Caldwell,EM 10K,JR,Ole Miss,30:47.1,M
Matthew,Bearden,EM 10K,SR,Army West Point,30:48.4,M
James,Zentmeyer,EM 10K,SO,Liberty,30:49.3,M
Eric,Westog,EM 10K,SO,Georgia,30:49.9,M
Logan,Carroll,EM 10K,JR,North Carolina,30:50.0,M
Jonah,Hanig,EM 10K,SR,Columbia,30:50.1,M
Brent,Musselman,EM 10K,SO,Virginia Tech,30:50.3,M
Stephen,Martinez,EM 10K,FR,Georgia,30:52.4,M
Brandon,Avers,EM 10K,SO,Kent State,30:52.8,M
Aaron,Groff,EM 10K,FR,Penn,30:54.8,M
Nick,Fransham,EM 10K,SO,Mount St. Mary's,30:55.7,M
Jeremy,Craven,EM 10K,JR,Purdue,30:56.0,M
Blake,Croteau,EM 10K,SR,UMass Amherst,30:56.0,M
JP,Trojan,EM 10K,FR,William and Mary,30:56.7,M
Dylan,Dombi,EM 10K,JR,Youngstown St,30:56.7,M
Chris,Anderson,EM 10K,SR,Appalachian,30:57.0,M
Ian,Carter,EM 10K,SR,Ole Miss,30:57.1,M
Josh,Kerr,WM 1.5K,SO,New Mexico,03:36.0,M
Joshua,Thompson,WM 1.5K,SR,Okla State,03:38.2,M
Ben,Saarel,WM 1.5K,JR,Colorado,03:40.2,M
Craig,Nowak,WM 1.5K,SR,Okla State,03:40.4,M
Alex,Rogers,WM 1.5K,SO,Texas,03:40.8,M
Sam,Prakel,WM 1.5K,JR,Oregon,03:40.9,M
Cole,Rockhold,WM 1.5K,SO,Colo State,03:41.0,M
