First_Name,Last_Name,Event,Year,School,Seed,Gender
Jeff,Thies,WM 1.5K,JR,Portland,03:41.1,M
Jonah,Koech,WM 1.5K,SO,UTEP,03:41.2,M
Austin,Tamagno,WM 1.5K,FR,Oregon,03:41.3,M
Jack,Bruce,WM 1.5K,JR,Arkansas,03:41.5,M
Chase,Horrocks,WM 1.5K,SR,BYU,03:41.7,M
Joe,Klecker,WM 1.5K,SO,Colorado,03:41.7,M
Carlos,Villarreal,WM 1.5K,FR,Arizona,03:41.7,M
Kasey,Knevelbaard,WM 1.5K,SO,So Utah,03:41.8,M
Geordie,Beamish,WM 1.5K,FR,No Arizona,03:41.9,M
Dillon,Maggard,WM 1.5K,JR,Utah State,03:42.1,M
Alex,George,WM 1.5K,SO,Arkansas,03:42.3,M
Jesse,Reiser,WM 1.5K,SO,Illinois,03:42.4,M
Zach,Perrin,WM 1.5K,JR,Colorado,03:42.4,M
Christian,DeLago,WM 1.5K,SR,Iowa State,03:42.5,M
Kyle,Burdick,WM 1.5K,SO,SD State,03:42.5,M
Arturo,Sotomayor,WM 1.5K,SO,UCLA,03:42.6,M
Michael,Saruni,WM 1.5K,FR,UTEP,03:42.7,M
Shane,Streich,WM 1.5K,SO,Minnesota,03:42.8,M
Blake,Haney,WM 1.5K,JR,Oregon,03:42.9,M
Austin,O'Neil,WM 1.5K,SR,UCLA,03:42.9,M
Jefferson,Abbey,WM 1.5K,SR,Colo State,03:42.9,M
Rory,Linkletter,WM 1.5K,SO,BYU,03:42.9,M
Hugh,Nicklason,WM 1.5K,SO,San Francisco,03:43.0,M
Daniel,Gagne,WM 1.5K,JR,Bradley,03:43.1,M
Mick,Stanovsek,WM 1.5K,FR,Oregon,03:43.2,M
Matt,Dorsey,WM 1.5K,SR,Air Force,03:43.3,M
Carl,Hirsch,WM 1.5K,JR,Wisconsin,03:43.3,M
Tim,Gorman,WM 1.5K,SR,Oregon,03:43.3,M
Derek,Wiebke,WM 1.5K,JR,Minnesota,03:43.4,M
Oliver,Hoare,WM 1.5K,FR,Wisconsin,03:43.5,M
Dan,Curts,WM 1.5K,SO,Iowa State,03:43.7,M
Blake,Nelson,WM 1.5K,SR,Washington,03:43.9,M
Mike,Tate,WM 1.5K,JR,So Utah,03:44.1,M
John,Carter Blunt,WM 1.5K,FR,UCLA,03:44.1,M
Clayton,Young,WM 1.5K,SO,BYU,03:44.1,M
Jacob,Heslington,WM 1.5K,FR,BYU,03:44.1,M
Andrew,Rafla,WM 1.5K,SO,Boise State,03:44.4,M
Talem,Franco,WM 1.5K,FR,BYU,03:44.4,M
Thomas,Joyce,WM 1.5K,SR,California,03:44.6,M
Jonathan,Davis,WM 1.5K,FR,Illinois,03:44.7,M
Kramer,Morton,WM 1.5K,FR,BYU,03:45.2,M
Joe,Hardy,WM 1.5K,JR,Wisconsin,03:45.3,M
Matthew,Baxter,WM 1.5K,SR,No Arizona,03:45.3,M
Tai,Dinger,WM 1.5K,SO,Stanford,03:45.3,M
Adam,Jones,WM 1.5K,SR,Iowa,03:45.5,M
John,Dressel,WM 1.5K,SO,Colorado,03:45.5,M
George,Gleason,WM 1.5K,SO,UCLA,03:45.5,M
Addison,DeHaven,WM 1.5K,FR,Boise State,03:45.6,M
Ugis,Jocis,WM 1.5K,SR,Wichita State,03:45.6,M
Garrett,Reynolds,WM 1.5K,FR,UCLA,03:45.7,M
Nathan,Weitz,WM 1.5K,SR,No Arizona,03:45.7,M
Garrett,Corcoran,WM 1.5K,SO,California,03:45.7,M
Sukhi,Khosla,WM 1.5K,FR,Okla State,03:45.7,M
Cosmas,Boit,WM 1.5K,SR,UTEP,03:46.0,M
Johnathan,Stevens,WM 1.5K,JR,Washington,03:46.0,M
Emil,Danielsson,WM 1.5K,FR,New Mexico,03:46.1,M
Grayson,Haws,WM 1.5K,SR,Oklahoma,03:46.1,M
Matthew,Fayers,WM 1.5K,SR,Okla State,03:46.2,M
Grant,Fisher,WM 1.5K,SO,Stanford,03:46.2,M
Brigham,Hedges,WM 1.5K,SR,Okla State,03:46.3,M
Ryan,Driscoll,WM 1.5K,SR,San Francisco,03:46.3,M
Alex,Riba,WM 1.5K,JR,Texas A&M,03:46.4,M
Michael,Ward,WM 1.5K,JR,Bradley,03:46.4,M
Cameron,Griffith,WM 1.5K,SO,Arkansas,03:46.4,M
Luca,Russo,WM 1.5K,SR,Missouri,03:46.5,M
Jeffrey,Moore,WM 1.5K,JR,Sam Houston St,03:46.5,M
Joe,Maloney,WM 1.5K,SR,Weber State,03:46.5,M
Trevor,Fuhriman,WM 1.5K,SO,BYU,03:46.6,M
Mark,Middleton,WM 1.5K,JR,Tulsa,03:46.7,M
Trent,Mazelli,WM 1.5K,SO,Portland,03:46.7,M
Jack,Anstey,WM 1.5K,FR,Illinois State,03:46.8,M
Eli,Oftedal,WM 1.5K,FR,Colo State,03:46.9,M
Craig,Lautenslager,WM 1.5K,SR,UT-Arlington,03:46.9,M
Wyatt,Diderickson,WM 1.5K,JR,Idaho State,03:46.9,M
Nathan,Stark,WM 1.5K,SR,Idaho,03:46.9,M
Ellis,Coon,WM 1.5K,JR,Tulsa,03:47.0,M
Sean,McGorty,WM 1.5K,JR,Stanford,03:47.0,M
Michael,Melchert,WM 1.5K,JR,Iowa,03:47.0,M
Jacob,Burcham,WM 1.5K,SR,Oklahoma,03:47.0,M
Carson,Hume,WM 1.5K,SO,Colo State,03:47.1,M
Dylan,Lafond,WM 1.5K,SR,Illinois,03:47.2,M
Chandler,Teigen,WM 1.5K,SO,Wash State,03:47.2,M
Quinlin,McGregor,WM 1.5K,JR,Steph F. Austin,03:47.3,M
Patrick,Perrier,WM 1.5K,SO,Stanford,03:47.4,M
Eugene,Hamilton III,WM 1.5K,JR,California,03:47.4,M
Zac,Garrard,WM 1.5K,JR,Gonzaga,03:47.4,M
Paul,Ryan,WM 1.5K,FR,Wash State,03:47.4,M
Ethan,Moehn,WM 1.5K,SO,Arkansas,03:47.5,M
Austen,Dalquist,WM 1.5K,SO,Arkansas,03:47.6,M
Garrett,Lee,WM 1.5K,JR,Illinois,03:47.6,M
Zack,Penrod,WM 1.5K,FR,Wichita State,03:47.6,M
Russell,Sandvold,WM 1.5K,SR,Wisconsin,03:47.7,M
Federico,Gasbarri,WM 1.5K,JR,Lamar,03:47.7,M
Clayson,Shumway,WM 1.5K,FR,BYU,03:47.9,M
Brad,Eagan,WM 1.5K,SO,Marquette,03:48.1,M
Cameron,Villarreal,WM 1.5K,JR,Texas A&M,03:48.1,M
Logan,Emery,WM 1.5K,JR,Texas,03:48.1,M
Trent,Brendel,WM 1.5K,JR,California,03:48.2,M
Joel,Duren,WM 1.5K,JR,UT-Arlington,03:48.2,M
Daniel,De La Torre,WM 1.5K,JR,UCLA,03:48.6,M
Noah,Schutte,WM 1.5K,SO,Portland,03:48.6,M
Noah,Riley,WM 1.5K,SO,Air Force,03:48.6,M
Caleb,Webb,WM 1.5K,FR,Portland,03:48.7,M
Zach,Black,WM 1.5K,FR,Iowa State,03:48.7,M
Garrett,Migliozzi,WM 1.5K,JR,Cal Poly,03:48.8,M
Daniel,Carney,WM 1.5K,SO,BYU,03:48.8,M
Tannock,Blair,WM 1.5K,SO,Saint Louis,03:48.9,M
Robert,Brandt,WM 1.5K,FR,California,03:48.9,M
Trent,Powell,WM 1.5K,SO,Colo State,03:48.9,M
Nathan,Mylenek,WM 1.5K,FR,Iowa,03:49.0,M
Chris,Korabik,WM 1.5K,JR,DePaul,03:49.0,M
Wyatt,McGuire,WM 1.5K,SO,Nebraska,03:49.1,M
Brody,Smith,WM 1.5K,FR,Utah State,03:49.1,M
Jason,Engel,WM 1.5K,SR,Air Force,03:49.2,M
Colby,Gilbert,WM 1.5K,JR,Washington,03:49.3,M
Diego,Leon,WM 1.5K,JR,Montana State,03:49.4,M
Taylor,FloydMews,WM 1.5K,JR,Bradley,03:49.6,M
William,Roberts,WM 1.5K,SR,Rice,03:49.6,M
Ricardo,Kaempfen,WM 1.5K,SR,Colo State,03:49.6,M
Andrew,Burkhardt,WM 1.5K,FR,California,03:49.6,M
Jacob,Olson,WM 1.5K,SR,Nebraska,03:49.7,M
Kyle,Levermore,WM 1.5K,SO,Arkansas,03:49.7,M
Cormac,Kelly,WM 1.5K,JR,Lamar,03:49.7,M
Jack,Davidson,WM 1.5K,FR,Santa Clara,03:49.7,M
Colin,Burke,WM 1.5K,FR,UCLA,03:49.7,M
Hiob,Gebisso,WM 1.5K,SR,Saint Louis,03:49.8,M
Reid,Muller,WM 1.5K,SO,Wash State,03:49.8,M
Mitchell,Briggs,WM 1.5K,SR,BYU,03:49.8,M
Edward,Shepherd,WM 1.5K,SR,San Francisco,03:49.8,M
Jacques,Hebert,WM 1.5K,JR,Seattle U.,03:49.9,M
Heinrich,Herbst,WM 1.5K,FR,Ark State,03:50.0,M
Connor,Morello,WM 1.5K,FR,Washington,03:50.0,M
Michael,Bianchina,WM 1.5K,JR,Bradley,03:50.0,M
John,Hogan,WM 1.5K,SO,California,03:50.0,M
Jacob,Simmons,WM 1.5K,SO,South Dakota,03:50.0,M
Melika,Ghali,WM 1.5K,FR,Boise State,03:50.1,M
Lukas,Koch,WM 1.5K,JR,Kansas State,03:50.3,M
Graham,Thomas,WM 1.5K,SR,New Mexico,03:50.3,M
Adam,Hartman,WM 1.5K,SR,Colo State,03:50.4,M
Tracen,Warnick,WM 1.5K,FR,Weber State,03:50.4,M
Taylor,Clayton,WM 1.5K,SO,Texas A&M,03:50.5,M
Blake,Goodin,WM 1.5K,SR,Kansas State,03:50.5,M
Jon,Bishop,WM 1.5K,FR,Texas A&M,03:50.6,M
Edward,Cheserek,WM 5K,SR,Oregon,13:24.7,M
Mike,Tate,WM 5K,JR,So Utah,13:34.3,M
Jefferson,Abbey,WM 5K,SR,Colo State,13:37.2,M
Marc,Scott,WM 5K,SR,Tulsa,13:37.5,M
Grant,Fisher,WM 5K,SO,Stanford,13:37.8,M
Jack,Bruce,WM 5K,JR,Arkansas,13:38.2,M
Colby,Gilbert,WM 5K,JR,Washington,13:38.7,M
Alex,George,WM 5K,SO,Arkansas,13:40.7,M
Dillon,Maggard,WM 5K,JR,Utah State,13:41.2,M
Joe,Klecker,WM 5K,SO,Colorado,13:42.6,M
Hassan,Abdi,WM 5K,JR,Okla State,13:43.3,M
John,Dressel,WM 5K,SO,Colorado,13:44.6,M
Robert,Brandt,WM 5K,FR,California,13:45.5,M
Zach,Perrin,WM 5K,JR,Colorado,13:46.1,M
Daniel,De La Torre,WM 5K,JR,UCLA,13:46.1,M
Matthew,Baxter,WM 5K,SR,No Arizona,13:46.2,M
Grant,Fischer,WM 5K,JR,Colo State,13:46.8,M
Reed,Fischer,WM 5K,SR,Drake,13:48.3,M
Jonathan,Davis,WM 5K,FR,Illinois,13:49.6,M
Malachy,Schrobilgen,WM 5K,SR,Wisconsin,13:49.7,M
Clayton,Young,WM 5K,SO,BYU,13:50.0,M
Kasey,Knevelbaard,WM 5K,SO,So Utah,13:50.1,M
Jerrell,Mock,WM 5K,JR,Colo State,13:52.1,M
Rory,Linkletter,WM 5K,SO,BYU,13:52.6,M
Cameron,Griffith,WM 5K,SO,Arkansas,13:52.6,M
Cole,Rockhold,WM 5K,SO,Colo State,13:52.7,M
Joel,Reichow,WM 5K,SR,SD State,13:53.1,M
Geordie,Beamish,WM 5K,FR,No Arizona,13:53.6,M
Obsa,Ali,WM 5K,SO,Minnesota,13:53.8,M
Jesse,Reiser,WM 5K,SO,Illinois,13:54.7,M
Jacob,Bilvado,WM 5K,SO,Air Force,13:54.7,M
Andrew,Jordan,WM 5K,FR,Iowa State,13:55.1,M
Kyle,Eller,WM 5K,SR,Air Force,13:56.2,M
Dylan,Blankenbaker,WM 5K,SR,Oklahoma,13:56.5,M
Dylan,Lafond,WM 5K,SR,Illinois,13:56.6,M
Nathan,Weitz,WM 5K,SR,No Arizona,13:56.8,M
Craig,Lautenslager,WM 5K,SR,UT-Arlington,13:56.8,M
Garrett,Corcoran,WM 5K,SO,California,13:57.4,M
Garrett,Reynolds,WM 5K,FR,UCLA,13:57.6,M
Troy,Fraley,WM 5K,JR,Gonzaga,13:57.6,M
Russell,Sandvold,WM 5K,SR,Wisconsin,13:57.8,M
Austen,Dalquist,WM 5K,SO,Arkansas,13:58.1,M
Austin,O'Neil,WM 5K,SR,UCLA,13:58.8,M
Andrew,Johnston,WM 5K,JR,Air Force,13:59.0,M
Joe,Hardy,WM 5K,JR,Wisconsin,13:59.0,M
Alex,Riba,WM 5K,JR,Texas A&M,13:59.1,M
Olin,Hacker,WM 5K,FR,Wisconsin,13:59.7,M
Caleb,Webb,WM 5K,FR,Portland,14:00.1,M
Zack,Snider,WM 5K,FR,Wisconsin,14:00.7,M
Kyle,Burdick,WM 5K,SO,SD State,14:00.8,M
Alex,Dillard,WM 5K,SR,Portland,14:01.1,M
Swarnjit,Boyal,WM 5K,JR,Cal Poly,14:01.5,M
Sam,Levora,WM 5K,JR,Wash State,14:01.6,M
Daniel,Carney,WM 5K,SO,BYU,14:01.9,M
Garrett,Migliozzi,WM 5K,JR,Cal Poly,14:02.0,M
Thomas,Pollard,WM 5K,FR,Iowa State,14:02.5,M
Tanner,Anderson,WM 5K,FR,Oregon,14:02.6,M
Jonathan,Harper,WM 5K,SR,BYU,14:03.2,M
Jack,Keelan,WM 5K,JR,Stanford,14:03.7,M
Jason,Lynch,WM 5K,SR,Utah Valley,14:04.1,M
Brady,Johnson,WM 5K,SR,Portland,14:04.3,M
Ben,Saarel,WM 5K,JR,Colorado,14:04.3,M
Michael,Ward,WM 5K,JR,Bradley,14:04.4,M
Jake,Perrin,WM 5K,FR,Gonzaga,14:04.8,M
Benjamin,Preisner,WM 5K,SO,Tulsa,14:04.9,M
Ben,Alcock,WM 5K,JR,San Francisco,14:05.1,M
Sylvester,Barus,WM 5K,JR,Okla State,14:05.1,M
Jeff,Thies,WM 5K,JR,Portland,14:05.1,M
Mitchell,Briggs,WM 5K,SR,BYU,14:05.6,M
Patrick,Campbell,WM 5K,SR,Bradley,14:05.6,M
Ethan,Gonzales,WM 5K,SO,Colorado,14:05.6,M
Alex,Ostberg,WM 5K,FR,Stanford,14:06.5,M
Nick,Hauger,WM 5K,SO,Portland,14:07.2,M
CJ,Albertson,WM 5K,SR,Arizona State,14:07.7,M
Garrett,Sweatt,WM 5K,SR,Stanford,14:08.3,M
Jake,Hoffert,WM 5K,FR,Bradley,14:08.5,M
Michael,Williams,WM 5K,JR,Wash State,14:08.9,M
Colin,Burke,WM 5K,FR,UCLA,14:09.1,M
Scott,Kopczynski,WM 5K,FR,Gonzaga,14:09.2,M
Matthew,Wright,WM 5K,JR,So Utah,14:09.4,M
Jacob,Heslington,WM 5K,FR,BYU,14:09.5,M
Blaise,Ferro,WM 5K,FR,No Arizona,14:09.7,M
Tait,Rutherford,WM 5K,SR,Colo State,14:10.0,M
Daniel,Gagne,WM 5K,JR,Bradley,14:10.2,M
Alex,Baker,WM 5K,SR,Loyola (Ill.),14:10.5,M
Rhys,Park,WM 5K,JR,Boise State,14:10.6,M
Henry,Pearce,WM 5K,SR,Tulsa,14:11.1,M
Mahmoud,Moussa,WM 5K,SO,Washington,14:11.2,M
Troy,Taylor,WM 5K,,North Texas,14:11.4,M
Adam,Jones,WM 5K,SR,Iowa,14:11.6,M
Benard,Keter,WM 5K,SR,Texas Tech,14:11.7,M
Alexander,Palm,WM 5K,JR,New Mexico,14:11.9,M
Cosmas,Boit,WM 5K,SR,UTEP,14:12.1,M
Michael,Melgares,WM 5K,FR,Kansas,14:12.2,M
Dan,Lathrop,WM 5K,SO,Illinois,14:12.3,M
Sumner,Goodwin,WM 5K,JR,Gonzaga,14:12.4,M
Jonah,Diaz,WM 5K,SR,UCLA,14:12.4,M
Danny,Martinez,WM 5K,SR,Portland,14:12.6,M
Trent,Brendel,WM 5K,JR,California,14:12.8,M
Josh,Collins,WM 5K,SO,So Utah,14:12.9,M
George,Gleason,WM 5K,SO,UCLA,14:13.1,M
Christian,Martin,WM 5K,JR,Colorado,14:13.1,M
Diego,Leon,WM 5K,JR,Montana State,14:13.2,M
Riley,McInerney,WM 5K,JR,East Illinois,14:13.4,M
Miguel,Bautista,WM 5K,JR,Texas Tech,14:13.5,M
Evan,Ferlic,WM 5K,FR,Minnesota,14:14.0,M
Patrick,Gibson,WM 5K,JR,Stanford,14:14.0,M
Morgan,McDonald,WM 5K,SO,Wisconsin,14:14.4,M
Justin,Robison,WM 5K,FR,Cal Poly,14:14.6,M
Ollie,Lockley,WM 5K,SR,Missouri,14:14.8,M
Austin,Wells,WM 5K,SR,Texas A&M,14:15.0,M
Bryan,Fernandez,WM 5K,JR,Oregon,14:15.2,M
Connor,Olson,WM 5K,FR,Minnesota,14:15.4,M
Cameron,Villarreal,WM 5K,JR,Texas A&M,14:15.5,M
Reilly,Friedman,WM 5K,SO,Colorado,14:15.9,M
Manuel,de Backer,WM 5K,SO,Saint Louis,14:16.1,M
Matt,Welch,WM 5K,JR,Minnesota,14:16.5,M
Antony,Kosgei,WM 5K,SO,UTEP,14:16.6,M
Emil,Danielsson,WM 5K,FR,New Mexico,14:16.8,M
Drew,White,WM 5K,SR,Missouri,14:16.8,M
Jack,Polerecky,WM 5K,JR,Loyola Marymount,14:17.0,M
Andrew,Rafla,WM 5K,SO,Boise State,14:17.1,M
Alex,Gold,WM 5K,JR,Illinois,14:17.3,M
Carson,Hume,WM 5K,SO,Colo State,14:17.7,M
Tyson,Lambert,WM 5K,JR,Utah Valley,14:17.8,M
Wyatt,McGuire,WM 5K,SO,Nebraska,14:18.2,M
Andrew,Gardner,WM 5K,JR,Washington,14:18.5,M
Ryan,Forsyth,WM 5K,JR,Colorado,14:18.9,M
Michael,Giguere,WM 5K,JR,Cal Poly,14:19.2,M
Addison,DeHaven,WM 5K,FR,Boise State,14:19.2,M
Taylor,FloydMews,WM 5K,JR,Bradley,14:19.4,M
Kyle,Levermore,WM 5K,SO,Arkansas,14:19.4,M
Jacob,Morgan,WM 5K,SR,Kansas,14:19.6,M
John,Carter Blunt,WM 5K,FR,UCLA,14:19.8,M
Millen,Trujillo,WM 5K,FR,UCLA,14:19.9,M
Luke,Traynor,WM 5K,SR,Tulsa,14:20.2,M
Carlos,Guijarro,WM 5K,SO,UC Santa Barbara,14:21.2,M
Chandler,Austin,WM 5K,SO,Boise State,14:21.6,M
Thomas,Joyce,WM 5K,SR,California,14:21.6,M
Jackson,Mestler,WM 5K,FR,Oregon,14:21.6,M
Nathan,Rodriguez,WM 5K,SO,Iowa State,14:21.7,M
Aidan,Swain,WM 5K,SR,Arkansas,14:21.7,M
Michael,Guerrero,WM 5K,JR,UT-Arlington,14:21.9,M
Bailey,Roth,WM 5K,SO,Arizona,14:21.9,M
Elliott,Stone,WM 5K,FR,ND State,14:22.0,M
Tyson,Miehe,WM 5K,SO,Wisconsin,14:22.2,M
Max,Kaderabek,WM 5K,SR,Gonzaga,14:22.3,M
Charles,Mills,WM 5K,SO,Texas,14:22.3,M
Ethan,Moehn,WM 5K,SO,Arkansas,14:22.4,M
Dylan,Hodgson,WM 5K,SO,Kansas,14:22.5,M
Marc,Scott,WM 10K,SR,Tulsa,28:08.0,M
Jerrell,Mock,WM 10K,JR,Colo State,28:11.8,M
Clayton,Young,WM 10K,SO,BYU,28:45.4,M
Grant,Fischer,WM 10K,JR,Colo State,28:45.8,M
Edward,Cheserek,WM 10K,SR,Oregon,28:46.5,M
Alex,Short,WM 10K,SR,San Francisco,28:46.8,M
Reed,Fischer,WM 10K,SR,Drake,28:47.9,M
Matthew,Baxter,WM 10K,SR,No Arizona,28:48.0,M
Robert,Brandt,WM 10K,FR,California,28:48.4,M
Hassan,Abdi,WM 10K,JR,Okla State,28:54.9,M
Joel,Reichow,WM 10K,SR,SD State,28:56.2,M
Rory,Linkletter,WM 10K,SO,BYU,28:58.7,M
Craig,Lautenslager,WM 10K,SR,UT-Arlington,29:00.6,M
Sylvester,Barus,WM 10K,JR,Okla State,29:04.6,M
Noah,Schutte,WM 10K,SO,Portland,29:05.2,M
Jonathan,Harper,WM 10K,SR,BYU,29:05.5,M
Cory,Glines,WM 10K,JR,No Arizona,29:13.1,M
Andrew,Johnston,WM 10K,JR,Air Force,29:13.2,M
Luke,Traynor,WM 10K,SR,Tulsa,29:15.4,M
Alex,Dillard,WM 10K,SR,Portland,29:19.4,M
Brady,Johnson,WM 10K,SR,Portland,29:19.9,M
Trent,Brendel,WM 10K,JR,California,29:20.5,M
Danny,Martinez,WM 10K,SR,Portland,29:20.9,M
Kyle,Eller,WM 10K,SR,Air Force,29:21.3,M
Tanner,Anderson,WM 10K,FR,Oregon,29:21.4,M
Michael,Williams,WM 10K,JR,Wash State,29:22.9,M
Sam,Levora,WM 10K,JR,Wash State,29:22.9,M
Ollie,Lockley,WM 10K,SR,Missouri,29:24.2,M
Colin,Burke,WM 10K,FR,UCLA,29:24.8,M
Swarnjit,Boyal,WM 10K,JR,Cal Poly,29:25.1,M
Tait,Rutherford,WM 10K,SR,Colo State,29:25.7,M
Patrick,Campbell,WM 10K,SR,Bradley,29:26.1,M
Malachy,Schrobilgen,WM 10K,SR,Wisconsin,29:27.5,M
Tim,Ball,WM 10K,SR,Portland,29:27.8,M
Matthew,Wright,WM 10K,JR,So Utah,29:27.9,M
Manuel,de Backer,WM 10K,SO,Saint Louis,29:29.2,M
Chris,Melgares,WM 10K,JR,Kansas,29:30.1,M
Thomas,Pollard,WM 10K,FR,Iowa State,29:30.8,M
Ryan,Forsyth,WM 10K,JR,Colorado,29:32.4,M
Ethan,Gonzales,WM 10K,SO,Colorado,29:33.5,M
Travis,Neuman,WM 10K,JR,Oregon,29:34.0,M
Keith,Meyer,WM 10K,SR,SIU Edwardsville,29:34.9,M
Jake,Hoffert,WM 10K,FR,Bradley,29:35.1,M
Austin,Wells,WM 10K,SR,Texas A&M,29:35.9,M
Garrett,Sweatt,WM 10K,SR,Stanford,29:36.3,M
Reuben,Kiprono,WM 10K,SO,Portland,29:36.6,M
Sean,Pengelly,WM 10K,SR,Illinois,29:38.6,M
Jason,Lynch,WM 10K,SR,Utah Valley,29:38.7,M
Wyatt,McGuire,WM 10K,SO,Nebraska,29:39.1,M
Jonah,Diaz,WM 10K,SR,UCLA,29:39.7,M
Bryan,Fernandez,WM 10K,JR,Oregon,29:39.9,M
Drew,White,WM 10K,SR,Missouri,29:41.1,M
Henry,Pearce,WM 10K,SR,Tulsa,29:41.1,M
Jack,Polerecky,WM 10K,JR,Loyola Marymount,29:43.2,M
Trevor,Capra,WM 10K,JR,SD State,29:43.2,M
Christian,Martin,WM 10K,JR,Colorado,29:43.4,M
James,Withers,WM 10K,SO,Utah State,29:44.3,M
Gabriel,Haughey,WM 10K,SO,Portland,29:44.7,M
Michael,Guerrero,WM 10K,JR,UT-Arlington,29:45.0,M
Jacob,Pickle,WM 10K,SO,Texas,29:45.4,M
Jimmy,Shipley,WM 10K,JR,Air Force,29:46.3,M
Eric,Aldritt,WM 10K,JR,Oklahoma,29:46.7,M
Ian,Eklin,WM 10K,SO,Iowa,29:47.1,M
Zack,Snider,WM 10K,FR,Wisconsin,29:48.4,M
Tyson,Lambert,WM 10K,JR,Utah Valley,29:48.5,M
Luke,Beattie,WM 10K,FR,Utah State,29:49.2,M
Blair,Hurlock,WM 10K,SO,Stanford,29:50.2,M
Allen,Sumrall,WM 10K,SR,Texas,29:51.6,M
Billy,Magnesen,WM 10K,SO,Illinois,29:51.7,M
Reilly,Friedman,WM 10K,SO,Colorado,29:52.5,M
James,Coleman,WM 10K,SR,North Texas,29:52.9,M
Mike,Lowe,WM 10K,JR,North Texas,29:53.9,M
Sumner,Goodwin,WM 10K,JR,Gonzaga,29:54.1,M
Miler,Haller,WM 10K,FR,Boise State,29:54.7,M
Alexander,Palm,WM 10K,JR,New Mexico,29:54.8,M
Tristan,Peloquin,WM 10K,FR,Portland,29:55.4,M
Miguel,Bautista,WM 10K,JR,Texas Tech,29:55.5,M
Ben,Eidenschink,WM 10K,FR,Wisconsin,29:56.8,M
Max,Kaderabek,WM 10K,SR,Gonzaga,29:57.5,M
Jackson,Marshall,WM 10K,SO,UCLA,29:59.7,M
Eric,Hamer,WM 10K,FR,Colo State,30:00.7,M
Christian,Farris,WM 10K,SR,Texas A&M,30:01.6,M
Will,Lauer,WM 10K,FR,Stanford,30:02.9,M
Jacob,Morgan,WM 10K,SR,Kansas,30:03.4,M
Troy,Fraley,WM 10K,JR,Gonzaga,30:04.1,M
Myles,Smith,WM 10K,JR,UCLA,30:04.8,M
Nick,Hauger,WM 10K,SO,Portland,30:09.1,M
Alex,Hedquist,WM 10K,FR,BYU,30:11.3,M
Kyle,Burdick,WM 10K,SO,SD State,30:12.6,M
Jake,Perrin,WM 10K,FR,Gonzaga,30:14.8,M
Josh,Maier,WM 10K,JR,So Illinois,30:19.5,M
Carlos,Guijarro,WM 10K,SO,UC Santa Barbara,30:21.5,M
Austin,Post,WM 10K,JR,Nebraska,30:23.6,M
Brayden,McLelland,WM 10K,FR,BYU,30:24.8,M
Chase,Cayo,WM 10K,FR,SD State,30:25.1,M
Antony,Kosgei,WM 10K,SO,UTEP,30:25.8,M
Joseph,Meade,WM 10K,SO,Texas State,30:26.7,M
Scott,Kopczynski,WM 10K,FR,Gonzaga,30:27.6,M
Jordy,Ceja,WM 10K,SO,UC Davis,30:28.0,M
Cody,Baele,WM 10K,JR,Illinois State,30:28.3,M
Mike,Tate,WM 10K,JR,So Utah,30:28.8,M
Chris,Speaks,WM 10K,SR,Sam Houston St,30:29.0,M
Adam,Roderique,WM 10K,JR,Tulsa,30:31.4,M
Ty,Mogan,WM 10K,SO,Montana State,30:31.8,M
Anthony,Bucci,WM 10K,SR,Air Force,30:31.9,M
Phillip,Fishburn,WM 10K,FR,Gonzaga,30:35.6,M
Noah,Gade,WM 10K,JR,Okla State,30:36.0,M
Richard,Ho,WM 10K,JR,UCLA,30:36.9,M
Sam,Sahli,WM 10K,JR,Baylor,30:38.1,M
Sam,Clausnitzer,WM 10K,FR,Iowa State,30:38.5,M
Caleb,Beck,WM 10K,SR,Bradley,30:38.7,M
Nick,Costello,WM 10K,JR,Colo State,30:38.8,M
Brett,Bachman,WM 10K,JR,Kansas State,30:41.2,M
Adam,Wollant,WM 10K,SR,Montana State,30:41.4,M
Darren,Harman,WM 10K,FR,Utah State,30:42.4,M
Koby,Pederson,WM 10K,SO,Loyola Marymount,30:43.1,M
Jeffrey,Bachman,WM 10K,JR,Kansas State,30:43.4,M
Jordan,West,WM 10K,JR,Baylor,30:43.5,M
Zach,Dale,WM 10K,FR,Illinois,30:44.9,M
Carson,Vickroy,WM 10K,JR,Kansas,30:45.1,M
Tyson,Miehe,WM 10K,SO,Wisconsin,30:45.1,M
Charles,Lawrence,WM 10K,JR,Minnesota,30:45.8,M
Bryan,Zack,WM 10K,JR,Kansas State,30:46.1,M
Dwain,Stucker,WM 10K,SO,Idaho,30:46.5,M
Jason,Fambrough,WM 10K,JR,UMKC,30:46.7,M
Jake,Finney,WM 10K,SO,Wash State,30:46.8,M
Grayson,Ollar,WM 10K,FR,Idaho,30:46.9,M
Dillon,Quintana,WM 10K,SR,Gonzaga,30:49.0,M
Austen,Dalquist,WM 10K,SO,Arkansas,30:49.1,M
Zack,Smith,WM 10K,SO,Illinois,30:50.5,M
Alex,Baker,WM 10K,SR,Loyola (Ill.),30:50.5,M
Joe,Simmons,WM 10K,FR,Idaho State,30:51.9,M
Nikolai,Rhodes,WM 10K,SO,Air Force,30:53.4,M
Matt,Prest,WM 10K,SO,Saint Louis,30:54.7,M
Tyson,Green,WM 10K,FR,Weber State,30:54.8,M
Quinlan,Moll,WM 10K,JR,UMKC,30:55.5,M
